identifier,phrog,product,function
phage_6098,p-25611,anaerobic ribonucleoside reductase large subunit,"DNA, RNA and nucleotide metabolism"
phage_6099,p-135,dUTPase,"DNA, RNA and nucleotide metabolism"
phage_6100,p-2699,terminase large subunit,head and packaging
phage_6101,p-2633,endonuclease VII,"DNA, RNA and nucleotide metabolism"
phage_6102,p-3927,head scaffolding protein,head and packaging
phage_6103,p-2712,tail fiber protein,tail
phage_6104,p-11693,pilot protein for DNA ejection,tail
phage_6105,p-721,,unknown function
phage_6106,p-4603,alpha-2;3-sialyltransferase,other
phage_6107,p-27,tail completion or Neck1 protein,connector
phage_6108,p-4287,DNA ejection protein,"DNA, RNA and nucleotide metabolism"
phage_6109,p-3927,head scaffolding protein,head and packaging
phage_6110,p-1067,minor head protein,head and packaging
phage_6111,p-62,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_6112,p-35,transcriptional repressor,transcription regulation
phage_6113,p-115,minor head protein,head and packaging
phage_6114,p-2050,virion structural protein,head and packaging
phage_6115,p-12003,internal virion protein,head and packaging
phage_6116,p-5493,tail length tape measure protein,tail
phage_6117,p-73,head scaffolding protein,head and packaging
phage_6118,p-38233,tail fiber protein,tail
phage_6119,p-1216,portal protein,head and packaging
phage_6120,p-145,portal protein,head and packaging
phage_6121,p-5240,tail fiber protein,tail
phage_6122,p-2643,5'-3' deoxyribonucleotidase,"moron, auxiliary metabolic gene and host takeover"
phage_6123,p-6523,endolysin,lysis
phage_6124,p-8,transcriptional regulator,transcription regulation
phage_6125,p-34628,,unknown function
phage_6126,p-10909,major tail protein,tail
phage_6127,p-3485,membrane protein,"moron, auxiliary metabolic gene and host takeover"
phage_6128,p-51,terminase small subunit,head and packaging
phage_6129,p-1677,,unknown function
phage_6130,p-26,tail completion or Neck1 protein,connector
phage_6131,p-4719,Rz-like spanin,lysis
phage_6132,p-3333,O-acetyltransferase,other
phage_6133,p-9729,tail fiber protein,tail
phage_6134,p-19487,tail length tape measure protein,tail
phage_6135,p-1686,tail length tape measure protein,tail
phage_6136,p-37920,HTH DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_6137,p-7785,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6138,p-4636,tail spike protein,tail
phage_6139,p-172,head scaffolding protein,head and packaging
phage_6140,p-4412,exonuclease V,"DNA, RNA and nucleotide metabolism"
phage_6141,p-13,Rz-like spanin,lysis
phage_6142,p-34,RusA-like Holliday junction resolvase,"DNA, RNA and nucleotide metabolism"
phage_6143,p-1216,portal protein,head and packaging
phage_6144,p-5,tail completion or Neck1 protein,connector
phage_6145,p-18186,baseplate wedge subunit,tail
phage_6146,p-229,MazG-like pyrophosphatase,other
phage_6147,p-127,anti-termination protein Q-like,transcription regulation
phage_6148,p-2097,tail fiber protein,tail
phage_6149,p-2335,tail length tape measure protein,tail
phage_6150,p-18522,tail protein,tail
phage_6151,p-17,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_6152,p-598,DNA ejection,"DNA, RNA and nucleotide metabolism"
phage_6153,p-3377,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6154,p-5751,terminase large subunit,head and packaging
phage_6155,p-88,major tail protein,tail
phage_6156,p-347,tail terminator,connector
phage_6157,p-10780,tail length tape measure protein,tail
phage_6158,p-4912,tail fiber assembly,tail
phage_6159,p-328,head maturation protease,head and packaging
phage_6160,p-7918,neck passage structure protein,connector
phage_6161,p-1459,terminase small subunit,head and packaging
phage_6162,p-72,NinB/ Orf homologous recombination mediator,"DNA, RNA and nucleotide metabolism"
phage_6163,p-40,head-tail adaptor Ad1,connector
phage_6164,p-1804,Rz-like spanin,lysis
phage_6165,p-13892,minor tail protein,tail
phage_6166,p-4632,RusA-like Holliday junction resolvase,"DNA, RNA and nucleotide metabolism"
phage_6167,p-10285,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_6168,p-21421,integrase,integration and excision
phage_6169,p-24,tail length tape measure protein,tail
phage_6170,p-15746,internal virion protein,head and packaging
phage_6171,p-1311,,unknown function
phage_6172,p-2877,holin,lysis
phage_6173,p-6,baseplate wedge subunit,tail
phage_6174,p-376,tail protein,tail
phage_6175,p-302,virion structural protein,head and packaging
phage_6176,p-6651,internal virion protein,head and packaging
phage_6177,p-351,RNA polymerase sigma factor,transcription regulation
phage_6178,p-28,tail length tape measure protein,tail
phage_6179,p-22739,GtrB-like O-antigen conversion,"moron, auxiliary metabolic gene and host takeover"
phage_6180,p-254,late promoter transcriptional regulator,transcription regulation
phage_6181,p-3995,tail protein,tail
phage_6182,p-13430,,unknown function
phage_6183,p-3584,replication initiation protein,"DNA, RNA and nucleotide metabolism"
phage_6184,p-4704,tail length tape measure protein,tail
phage_6185,p-93,endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6186,p-29879,galactosyl transferase,"moron, auxiliary metabolic gene and host takeover"
phage_6187,p-5577,minor tail protein,tail
phage_6188,p-2199,transposase,integration and excision
phage_6189,p-347,tail terminator,connector
phage_6190,p-22502,methyltransferase,other
phage_6191,p-22602,virion structural protein,head and packaging
phage_6192,p-9427,head maturation protease,head and packaging
phage_6193,p-4225,endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6194,p-10274,,unknown function
phage_6195,p-248,transcriptional activator,transcription regulation
phage_6196,p-193,head maturation protease,head and packaging
phage_6197,p-7458,tail spike protein,tail
phage_6198,p-1192,single strand DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_6199,p-27166,tail length tape measure protein,tail
phage_6200,p-801,dATP / dGTP pyrophosphohydrolase,"DNA, RNA and nucleotide metabolism"
phage_6201,p-11355,tail fiber protein,tail
phage_6202,p-1347,,unknown function
phage_6203,p-4402,replication initiation protein,"DNA, RNA and nucleotide metabolism"
phage_6204,p-67,DNA methyltransferase,other
phage_6205,p-57,terminase small subunit,head and packaging
phage_6206,p-6745,endolysin,lysis
phage_6207,p-40,head-tail adaptor Ad1,connector
phage_6208,p-2361,serine-threonine kinase,other
phage_6209,p-274,DNA endonuclease V,"DNA, RNA and nucleotide metabolism"
phage_6210,p-18345,tail fiber protein,tail
phage_6211,p-83,terminase small subunit,head and packaging
phage_6212,p-323,"transcriptional regulator, D5-like",transcription regulation
phage_6213,p-135,dUTPase,"DNA, RNA and nucleotide metabolism"
phage_6214,p-991,tail length tape measure protein,tail
phage_6215,p-3904,tail fiber protein,tail
phage_6216,p-5046,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6217,p-7740,tail length tape measure protein,tail
phage_6218,p-5357,tail length tape measure protein,tail
phage_6219,p-4636,tail spike protein,tail
phage_6220,p-16465,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_6221,p-1740,RNA polymerase sigma factor,transcription regulation
phage_6222,p-124,Sak4-like ssDNA annealing protein,"DNA, RNA and nucleotide metabolism"
phage_6223,p-9013,head scaffolding protein,head and packaging
phage_6224,p-2675,DNA methyltransferase,other
phage_6225,p-6251,replisome organizer DnaA-like,"DNA, RNA and nucleotide metabolism"
phage_6226,p-24210,tail fiber protein,tail
phage_6227,p-19487,tail length tape measure protein,tail
phage_6228,p-1645,virion structural protein,head and packaging
phage_6229,p-23595,minor tail protein,tail
phage_6230,p-3519,tail length tape measure protein,tail
phage_6231,p-668,HTH DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_6232,p-4102,terminase small subunit,head and packaging
phage_6233,p-19855,virion structural protein,head and packaging
phage_6234,p-1994,DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_6235,p-5558,Lar-like restriction alleviation protein,"moron, auxiliary metabolic gene and host takeover"
phage_6236,p-83,terminase small subunit,head and packaging
phage_6237,p-953,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6238,p-4102,terminase small subunit,head and packaging
phage_6239,p-298,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_6240,p-5989,terminase large subunit,head and packaging
phage_6241,p-6651,internal virion protein,head and packaging
phage_6242,p-17987,head maturation protease,head and packaging
phage_6243,p-35,transcriptional repressor,transcription regulation
phage_6244,p-21562,tail protein,tail
phage_6245,p-10980,,unknown function
phage_6246,p-5668,tail fiber protein,tail
phage_6247,p-373,anti-repressor,transcription regulation
phage_6248,p-70,major head protein,head and packaging
phage_6249,p-110,minor tail protein,tail
phage_6250,p-7878,bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase,other
phage_6251,p-4775,pre-neck appendage protein,connector
phage_6252,p-132,head-tail adaptor,connector
phage_6253,p-5107,amidase,lysis
phage_6254,p-17261,,unknown function
phage_6255,p-18345,tail fiber protein,tail
phage_6256,p-1686,tail length tape measure protein,tail
phage_6257,p-261,baseplate wedge subunit,tail
phage_6258,p-6651,internal virion protein,head and packaging
phage_6259,p-3431,Arc-like repressor,transcription regulation
phage_6260,p-274,DNA endonuclease V,"DNA, RNA and nucleotide metabolism"
phage_6261,p-4200,tail length tape measure protein,tail
phage_6262,p-351,RNA polymerase sigma factor,transcription regulation
phage_6263,p-44,single strand DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_6264,p-10356,virion structural protein,head and packaging
phage_6265,p-9228,tail length tape measure protein,tail
phage_6266,p-2885,baseplate wedge subunit,tail
phage_6267,p-5448,tail length tape measure protein,tail
phage_6268,p-211,head-tail adaptor Ad2,connector
phage_6269,p-617,major head protein,head and packaging
phage_6270,p-1872,endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6271,p-47,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_6272,p-17,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_6273,p-312,Rz-like spanin,lysis
phage_6274,p-29392,,unknown function
phage_6275,p-2568,ocr-like anti-restriction,"moron, auxiliary metabolic gene and host takeover"
phage_6276,p-69,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_6277,p-9327,primosomal protein,"DNA, RNA and nucleotide metabolism"
phage_6278,p-578,head closure Hc3,connector
phage_6279,p-5939,tail protein,tail
phage_6280,p-1242,minor head protein,head and packaging
phage_6281,p-514,major head protein,head and packaging
phage_6282,p-323,"transcriptional regulator, D5-like",transcription regulation
phage_6283,p-8540,replication initiation O-like,"DNA, RNA and nucleotide metabolism"
phage_6284,p-23108,tail length tape measure protein,tail
phage_6285,p-4197,tail length tape measure protein,tail
phage_6286,p-937,hemolysin,other
phage_6287,p-2466,Rz-like spanin,lysis
phage_6288,p-24584,,unknown function
phage_6289,p-533,portal protein,head and packaging
phage_6290,p-34405,tail length tape measure protein,tail
phage_6291,p-83,terminase small subunit,head and packaging
phage_6292,p-212,major head protein,head and packaging
phage_6293,p-37518,,unknown function
phage_6294,p-680,tail length tape measure protein,tail
phage_6295,p-3037,transcriptional repressor,transcription regulation
phage_6296,p-22,thioredoxin domain,"DNA, RNA and nucleotide metabolism"
phage_6297,p-12249,tail sheath,tail
phage_6298,p-735,terminase small subunit,head and packaging
phage_6299,p-4611,minor head protein,head and packaging
phage_6300,p-323,"transcriptional regulator, D5-like",transcription regulation
phage_6301,p-1064,prohead,head and packaging
phage_6302,p-624,DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_6303,p-559,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6304,p-66,excisionase and transcriptional regulator,integration and excision
phage_6305,p-18345,tail fiber protein,tail
phage_6306,p-4779,transcriptional regulator,transcription regulation
phage_6307,p-16527,,unknown function
phage_6308,p-4372,tail length tape measure protein,tail
phage_6309,p-2276,tail length tape measure protein,tail
phage_6310,p-3322,endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6311,p-8760,,unknown function
phage_6312,p-124,Sak4-like ssDNA annealing protein,"DNA, RNA and nucleotide metabolism"
phage_6313,p-540,nucleotide-sugar epimerase,"DNA, RNA and nucleotide metabolism"
phage_6314,p-11419,tail fiber protein,tail
phage_6315,p-7229,DNA topoisomerase II,"DNA, RNA and nucleotide metabolism"
phage_6316,p-2675,DNA methyltransferase,other
phage_6317,p-62,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_6318,p-62,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_6319,p-38058,tail fiber protein,tail
phage_6320,p-4285,transposase,integration and excision
phage_6321,p-2335,tail length tape measure protein,tail
phage_6322,p-10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover"
phage_6323,p-10936,DNA ligase,"DNA, RNA and nucleotide metabolism"
phage_6324,p-540,nucleotide-sugar epimerase,"DNA, RNA and nucleotide metabolism"
phage_6325,p-501,head closure Hc1,connector
phage_6326,p-29757,transglycosylase,other
phage_6327,p-20243,virion structural protein,head and packaging
phage_6328,p-735,terminase small subunit,head and packaging
phage_6329,p-4645,endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6330,p-130,anti-repressor Ant,transcription regulation
phage_6331,p-328,head maturation protease,head and packaging
phage_6332,p-16097,hinge connector of long tail fiber protein distal connector,tail
phage_6333,p-6,baseplate wedge subunit,tail
phage_6334,p-19577,minor head protein,head and packaging
phage_6335,p-61,2OG-Fe(II) oxygenase,"moron, auxiliary metabolic gene and host takeover"
phage_6336,p-181,endolysin,lysis
phage_6337,p-645,Rnase E,"DNA, RNA and nucleotide metabolism"
phage_6338,p-148,RecT-like ssDNA annealing protein,"DNA, RNA and nucleotide metabolism"
phage_6339,p-221,metallo-phosphoesterase,other
phage_6340,p-138,major head protein,head and packaging
phage_6341,p-12598,RusA-like Holliday junction resolvase,"DNA, RNA and nucleotide metabolism"
phage_6342,p-5616,tail fiber protein,tail
phage_6343,p-514,major head protein,head and packaging
phage_6344,p-1640,tail protein,tail
phage_6345,p-409,transcriptional regulator,transcription regulation
phage_6346,p-5062,tail length tape measure protein,tail
phage_6347,p-1297,ATPase,other
phage_6348,p-2468,head morphogenesis,head and packaging
phage_6349,p-2478,DNA polymerase/primase,"DNA, RNA and nucleotide metabolism"
phage_6350,p-350,tail protein,tail
phage_6351,p-899,,unknown function
phage_6352,p-10,major head protein,head and packaging
phage_6353,p-1806,collagen like minor tail,tail
phage_6354,p-701,virion structural protein,head and packaging
phage_6355,p-14478,virion structural protein,head and packaging
phage_6356,p-532,late transcriptional activator,transcription regulation
phage_6357,p-568,plasmid stability,"DNA, RNA and nucleotide metabolism"
phage_6358,p-47,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_6359,p-172,head scaffolding protein,head and packaging
phage_6360,p-5339,virion structural protein,head and packaging
phage_6361,p-2599,ribosomal protein S6 glutaminyl transferase,"moron, auxiliary metabolic gene and host takeover"
phage_6362,p-6218,ParB-like partition protein,"DNA, RNA and nucleotide metabolism"
phage_6363,p-1780,tail collar fiber protein,tail
phage_6364,p-27829,DnaA-like replication initiation protein,"DNA, RNA and nucleotide metabolism"
phage_6365,p-145,portal protein,head and packaging
phage_6366,p-22312,membrane protein,"moron, auxiliary metabolic gene and host takeover"
phage_6367,p-758,head morphogenesis,head and packaging
phage_6368,p-23226,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_6369,p-23909,tail fiber protein,tail
phage_6370,p-1152,Rz-like spanin,lysis
phage_6371,p-267,major head protein,head and packaging
phage_6372,p-25241,tail length tape measure protein,tail
phage_6373,p-10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover"
phage_6374,p-418,internal virion protein,head and packaging
phage_6375,p-18345,tail fiber protein,tail
phage_6376,p-10517,terminase large subunit,head and packaging
phage_6377,p-77,SbcC-like subunit of palindrome specific endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6378,p-1193,hemolysin,other
phage_6379,p-3007,RusA-like Holliday junction resolvase,"DNA, RNA and nucleotide metabolism"
phage_6380,p-1640,tail protein,tail
phage_6381,p-10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover"
phage_6382,p-2060,DNA methyltransferase,other
phage_6383,p-158,major tail protein,tail
phage_6384,p-864,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_6385,p-1238,phosphoheptose isomerase,"moron, auxiliary metabolic gene and host takeover"
phage_6386,p-5472,lower collar,tail
phage_6387,p-3149,,unknown function
phage_6388,p-986,RNA-binding protein,"DNA, RNA and nucleotide metabolism"
phage_6389,p-2662,portal protein,head and packaging
phage_6390,p-2445,Erf recombination cofactor Arf,"DNA, RNA and nucleotide metabolism"
phage_6391,p-6854,holin,lysis
phage_6392,p-1289,portal protein,head and packaging
phage_6393,p-374,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6394,p-5668,tail fiber protein,tail
phage_6395,p-81,2OG-Fe(II) oxygenase,"moron, auxiliary metabolic gene and host takeover"
phage_6396,p-530,head maturation protease,head and packaging
phage_6397,p-188,tail fiber assembly protein,tail
phage_6398,p-24,tail length tape measure protein,tail
phage_6399,p-5616,tail fiber protein,tail
phage_6400,p-8401,beta-propeller repeat protein,other
phage_6401,p-16823,tail length tape measure protein,tail
phage_6402,p-7245,anti-restriction protein,"moron, auxiliary metabolic gene and host takeover"
phage_6403,p-32430,tRNA splicing ligase RtcB,"DNA, RNA and nucleotide metabolism"
phage_6404,p-822,amidase,lysis
phage_6405,p-5255,tail length tape measure protein,tail
phage_6406,p-2205,Mu Gam-like end protection,"DNA, RNA and nucleotide metabolism"
phage_6407,p-351,RNA polymerase sigma factor,transcription regulation
phage_6408,p-7,endolysin,lysis
phage_6409,p-2557,virion structural protein,head and packaging
phage_6410,p-6493,DnaD-like helicase loader,"DNA, RNA and nucleotide metabolism"
phage_6411,p-1396,tail fiber protein,tail
phage_6412,p-14917,tail length tape measure protein,tail
phage_6413,p-938,endolysin,lysis
phage_6414,p-16701,peptidase,other
phage_6415,p-25241,tail length tape measure protein,tail
phage_6416,p-378,single strand DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_6417,p-24709,tail length tape measure protein,tail
phage_6418,p-22048,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6419,p-1309,endolysin,lysis
phage_6420,p-34521,tail sheath,tail
phage_6421,p-2536,Rz-like spanin,lysis
phage_6422,p-1384,Mom-like DNA modification protein,other
phage_6423,p-14558,tail spike protein,tail
phage_6424,p-2967,transcriptional regulator,transcription regulation
phage_6425,p-1990,Cas4-domain exonuclease,"DNA, RNA and nucleotide metabolism"
phage_6426,p-638,transcriptional regulator,transcription regulation
phage_6427,p-613,head protein,head and packaging
phage_6428,p-56,DNA methyltransferase,other
phage_6429,p-418,internal virion protein,head and packaging
phage_6430,p-9327,primosomal protein,"DNA, RNA and nucleotide metabolism"
phage_6431,p-267,major head protein,head and packaging
phage_6432,p-14359,,unknown function
phage_6433,p-147,transcriptional regulator,transcription regulation
phage_6434,p-5497,HTH DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_6435,p-10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover"
phage_6436,p-472,WhiB transcriptional factor,transcription regulation
phage_6437,p-4286,head maturation protease,head and packaging
phage_6438,p-1891,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6439,p-65,tail terminator,connector
phage_6440,p-418,internal virion protein,head and packaging
phage_6441,p-1204,tail protein,tail
phage_6442,p-126,holin/anti-holin,lysis
phage_6443,p-1018,head scaffolding protein,head and packaging
phage_6444,p-10508,tail fiber protein,tail
phage_6445,p-1924,minor tail protein,tail
phage_6446,p-31,central tail fiber J,tail
phage_6447,p-4704,tail length tape measure protein,tail
phage_6448,p-315,endolysin,lysis
phage_6449,p-14,minor tail protein,tail
phage_6450,p-6121,virion structural protein,head and packaging
phage_6451,p-13892,minor tail protein,tail
phage_6452,p-20556,baseplate protein,tail
phage_6453,p-6651,internal virion protein,head and packaging
phage_6454,p-2589,tail protein,tail
phage_6455,p-13163,baseplate wedge subunit,tail
phage_6456,p-19657,nudix hydrolase,other
phage_6457,p-1271,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6458,p-62,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_6459,p-6803,,unknown function
phage_6460,p-817,tail fiber protein,tail
phage_6461,p-328,head maturation protease,head and packaging
phage_6462,p-2538,terminase small subunit,head and packaging
phage_6463,p-19658,replication initiation protein,"DNA, RNA and nucleotide metabolism"
phage_6464,p-230,baseplate tail tube cap,tail
phage_6465,p-20644,tail length tape measure protein,tail
phage_6466,p-677,baseplate wedge tail fiber protein connector,tail
phage_6467,p-27166,tail length tape measure protein,tail
phage_6468,p-7168,homing endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6469,p-13163,baseplate wedge subunit,tail
phage_6470,p-132,head-tail adaptor,connector
phage_6471,p-4836,CII-like regulator,transcription regulation
phage_6472,p-21214,acetyltransferase,other
phage_6473,p-426,terminase small subunit,head and packaging
phage_6474,p-14048,endolysin,lysis
phage_6475,p-3926,replication initiation protein,"DNA, RNA and nucleotide metabolism"
phage_6476,p-25516,virion structural protein,head and packaging
phage_6477,p-2206,virion RNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_6478,p-1533,tail length tape measure protein,tail
phage_6479,p-1271,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6480,p-9,terminase large subunit,head and packaging
phage_6481,p-31660,tail fiber protein,tail
phage_6482,p-458,protease,other
phage_6483,p-10,major head protein,head and packaging
phage_6484,p-5745,internal virion protein,head and packaging
phage_6485,p-1657,head morphogenesis,head and packaging
phage_6486,p-7458,tail spike protein,tail
phage_6487,p-22602,virion structural protein,head and packaging
phage_6488,p-1348,tail fiber protein,tail
phage_6489,p-445,terminase small subunit,head and packaging
phage_6490,p-457,tail protein,tail
phage_6491,p-3904,tail fiber protein,tail
phage_6492,p-18802,virion structural protein,head and packaging
phage_6493,p-532,late transcriptional activator,transcription regulation
phage_6494,p-979,terminase large subunit,head and packaging
phage_6495,p-684,virion structural protein,head and packaging
phage_6496,p-279,tail sheath,tail
phage_6497,p-3645,virion structural protein,head and packaging
phage_6498,p-3007,RusA-like Holliday junction resolvase,"DNA, RNA and nucleotide metabolism"
phage_6499,p-976,head maturation protease,head and packaging
phage_6500,p-2328,transcriptional repressor,transcription regulation
phage_6501,p-219,baseplate wedge subunit,tail
phage_6502,p-418,internal virion protein,head and packaging
phage_6503,p-27130,tail protein,tail
phage_6504,p-219,baseplate wedge subunit,tail
phage_6505,p-9794,,unknown function
phage_6506,p-598,DNA ejection,"DNA, RNA and nucleotide metabolism"
phage_6507,p-2468,head morphogenesis,head and packaging
phage_6508,p-2214,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6509,p-35518,tail fiber assembly,tail
phage_6510,p-757,DNA methyltransferase,other
phage_6511,p-2816,protease,other
phage_6512,p-3513,endolysin,lysis
phage_6513,p-127,anti-termination protein Q-like,transcription regulation
phage_6514,p-217,holin,lysis
phage_6515,p-1160,baseplate protein,tail
phage_6516,p-10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover"
phage_6517,p-7975,tail terminator,connector
phage_6518,p-23555,head maturation protease,head and packaging
phage_6519,p-990,metal-dependent phosphohydrolase,other
phage_6520,p-6616,tail protein,tail
phage_6521,p-3810,acetyltransferase,other
phage_6522,p-4102,terminase small subunit,head and packaging
phage_6523,p-5151,Rz-like spanin,lysis
phage_6524,p-342,internal virion protein with endolysin domain,head and packaging
phage_6525,p-262,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_6526,p-9959,tail length tape measure protein,tail
phage_6527,p-4603,alpha-2;3-sialyltransferase,other
phage_6528,p-1640,tail protein,tail
phage_6529,p-2941,virion structural protein,head and packaging
phage_6530,p-2439,transcriptional regulator,transcription regulation
phage_6531,p-991,tail length tape measure protein,tail
phage_6532,p-9648,tail protein,tail
phage_6533,p-659,Sak-like ssDNA annealing protein,"DNA, RNA and nucleotide metabolism"
phage_6534,p-563,virion structural protein,head and packaging
phage_6535,p-22602,virion structural protein,head and packaging
phage_6536,p-6002,virion structural protein,head and packaging
phage_6537,p-1167,phosphofructokinase,other
phage_6538,p-30509,collagen like minor tail,tail
phage_6539,p-3927,head scaffolding protein,head and packaging
phage_6540,p-237,head scaffolding protein,head and packaging
phage_6541,p-3689,DNA methyltransferase,other
phage_6542,p-8156,methyltransferase,other
phage_6543,p-3904,tail fiber protein,tail
phage_6544,p-906,DNA polymerase/primase,"DNA, RNA and nucleotide metabolism"
phage_6545,p-645,Rnase E,"DNA, RNA and nucleotide metabolism"
phage_6546,p-37030,,unknown function
phage_6547,p-151,transposase,integration and excision
phage_6548,p-8280,tail spike protein with colonic acid degradation activity,tail
phage_6549,p-947,DNA polymerase processivity factor,"DNA, RNA and nucleotide metabolism"
phage_6550,p-975,baseplate protein,tail
phage_6551,p-6578,tail fiber protein,tail
phage_6552,p-19658,replication initiation protein,"DNA, RNA and nucleotide metabolism"
phage_6553,p-9959,tail length tape measure protein,tail
phage_6554,p-6700,endolysin,lysis
phage_6555,p-33406,tail fiber protein,tail
phage_6556,p-445,terminase small subunit,head and packaging
phage_6557,p-20556,baseplate protein,tail
phage_6558,p-308,internal virion protein,head and packaging
phage_6559,p-1216,portal protein,head and packaging
phage_6560,p-367,ribonucleotide reductase,"DNA, RNA and nucleotide metabolism"
phage_6561,p-2675,DNA methyltransferase,other
phage_6562,p-23565,ribonucleotide reductase,"DNA, RNA and nucleotide metabolism"
phage_6563,p-19579,transcriptional regulator,transcription regulation
phage_6564,p-16823,tail length tape measure protein,tail
phage_6565,p-24249,tail protein,tail
phage_6566,p-2335,tail length tape measure protein,tail
phage_6567,p-14519,glutamine amidotransferase,"moron, auxiliary metabolic gene and host takeover"
phage_6568,p-1613,tail assembly chaperone,tail
phage_6569,p-2214,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6570,p-3017,head maturation protease,head and packaging
phage_6571,p-298,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_6572,p-1469,baseplate wedge subunit,tail
phage_6573,p-1238,phosphoheptose isomerase,"moron, auxiliary metabolic gene and host takeover"
phage_6574,p-350,tail protein,tail
phage_6575,p-9116,tail protein,tail
phage_6576,p-5736,transcriptional regulator,transcription regulation
phage_6577,p-214,Rz-like spanin,lysis
phage_6578,p-599,Lar-like restriction alleviation protein,"moron, auxiliary metabolic gene and host takeover"
phage_6579,p-545,,unknown function
phage_6580,p-66,excisionase and transcriptional regulator,integration and excision
phage_6581,p-9019,Holliday junction resolvase,"DNA, RNA and nucleotide metabolism"
phage_6582,p-17517,tail protein,tail
phage_6583,p-13126,"beta-1,4-glycosyltransferase","moron, auxiliary metabolic gene and host takeover"
phage_6584,p-2030,transcriptional regulator,transcription regulation
phage_6585,p-2474,MerR-like transcriptional regulator,transcription regulation
phage_6586,p-801,dATP / dGTP pyrophosphohydrolase,"DNA, RNA and nucleotide metabolism"
phage_6587,p-126,holin/anti-holin,lysis
phage_6588,p-36,transcriptional regulator,transcription regulation
phage_6589,p-10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover"
phage_6590,p-21108,virion structural protein,head and packaging
phage_6591,p-15001,endolysin,lysis
phage_6592,p-599,Lar-like restriction alleviation protein,"moron, auxiliary metabolic gene and host takeover"
phage_6593,p-10574,tail length tape measure protein,tail
phage_6594,p-598,DNA ejection,"DNA, RNA and nucleotide metabolism"
phage_6595,p-1272,tail length tape measure protein,tail
phage_6596,p-1128,enoyl-CoA hydratase/carnithine racemase-like,"moron, auxiliary metabolic gene and host takeover"
phage_6597,p-3427,holin,lysis
phage_6598,p-624,DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_6599,p-342,internal virion protein with endolysin domain,head and packaging
phage_6600,p-1358,FtsK/SpoIIIE-like protein,"moron, auxiliary metabolic gene and host takeover"
phage_6601,p-33439,,unknown function
phage_6602,p-26630,tail fiber protein,tail
phage_6603,p-140,RusA-like Holliday junction resolvase,"DNA, RNA and nucleotide metabolism"
phage_6604,p-18345,tail fiber protein,tail
phage_6605,p-10912,kinase,other
